community,domain,kingdom,phylum,class,order,family,genus,species,BB_1,BB_2,BB_3,BD_1,BD_2,BD_3,BN_1,BN_2,BN_3,CS_1,CS_2,CS_3,CT_1,CT_2,CT_3,FD_1,FD_2,FD_3,FJ_1,FJ_2,FJ_3,FL_1,FL_2,FL_3,JTW_1,JTW_2,JTW_3,LH_1,LH_2,LH_3,WS_1,WS_2,WS_3,WZ_1,WZ_2,WZ_3,XZY_1,XZY_2,XZY_3,YJC_1,YJC_2,YJC_3,YW_1,YW_2,YW_3,YY_1,YY_2,YY_3,ZG_1,ZG_2,ZG_3,ZX_1,ZX_2,ZX_3
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Spirochaetota,c__V2072-189E03,o__norank_c__V2072-189E03,f__norank_c__V2072-189E03,g__norank_c__V2072-189E03,g__norank_c__V2072-189E03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__norank_c__Sumerlaeia,f__norank_c__Sumerlaeia,g__norank_c__Sumerlaeia,g__norank_c__Sumerlaeia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Sumerlaeota,c__Sumerlaeia,o__Sumerlaeales,f__Sumerlaeaceae,g__Sumerlaea,g__Sumerlaea,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Sva0485,c__norank_p__Sva0485,o__norank_p__Sva0485,f__norank_p__Sva0485,g__norank_p__Sva0485,g__norank_p__Sva0485,0,0,0,0,0,0,0,0,0,0,8,4,0,0,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Acetomicrobium,g__Acetomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Aminobacterium,g__Aminobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Cloacibacillus,g__Cloacibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__JGI-0000079-D21,g__JGI-0000079-D21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__norank_f__Synergistaceae,g__norank_f__Synergistaceae,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Synergistota,c__Synergistia,o__Synergistales,f__Synergistaceae,g__Syner-01,g__Syner-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__TA06,c__norank_p__TA06,o__norank_p__TA06,f__norank_p__TA06,g__norank_p__TA06,g__norank_p__TA06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Thermotogota,c__Thermotogae,o__Petrotogales,f__Petrotogaceae,g__Defluviitoga,g__Defluviitoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__cvE6,g__norank_f__cvE6,g__norank_f__cvE6,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,11,0,0,13,0,0,8,0,0,3,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Candidatus_Protochlamydia,g__Candidatus_Protochlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,g__Neochlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__norank_f__Parachlamydiaceae,g__norank_f__Parachlamydiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__Candidatus_Renichlamydia,g__Candidatus_Renichlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__Candidatus_Rhabdochlamydia,g__Candidatus_Rhabdochlamydia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__norank_f__Simkaniaceae,g__norank_f__Simkaniaceae,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,2,0,0,9,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__LD1-PA32,f__norank_o__LD1-PA32,g__norank_o__LD1-PA32,g__norank_o__LD1-PA32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellae,o__WCHB1-41,f__norank_o__WCHB1-41,g__norank_o__WCHB1-41,g__norank_o__WCHB1-41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Oligosphaerales,f__Lenti-02,g__norank_f__Lenti-02,g__norank_f__Lenti-02,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Omnitrophia,o__Omnitrophales,f__Omnitrophaceae,g__Candidatus_Omnitrophus,g__Candidatus_Omnitrophus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Candidatus_Udaeobacter,g__Candidatus_Udaeobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__Chthoniobacter,g__Chthoniobacter,33,32,164,12,268,0,0,18,5,0,0,17,135,0,4,74,47,91,0,20,43,35,41,17,124,0,16,54,23,17,31,0,12,121,331,36,176,105,385,16,258,145,13,174,47,68,454,78,41,164,3,0,184,174
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Chthoniobacteraceae,g__LD29,g__LD29,0,0,0,0,0,95,0,0,30,38,0,0,0,0,0,0,0,51,2179,0,39,0,0,20,97,0,0,0,0,0,0,0,181,0,0,9,0,0,26,6,0,68,19,0,23,27,0,323,38,0,37,0,0,77
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__FukuN18_freshwater_group,g__FukuN18_freshwater_group,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,25,0,0,2,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,17,0,0,7,0,0,0,0,0,0,0,7
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Terrimicrobiaceae,g__Terrimicrobium,g__Terrimicrobium,0,0,481,0,72,0,0,0,21,0,32,23,0,0,64,0,0,79,0,45,22,0,73,23,0,12,0,23,34,34,8,0,15,0,44,19,0,37,33,0,68,0,0,53,0,0,110,209,0,37,0,9,24,90
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Chthoniobacterales,f__Xiphinematobacteraceae,g__Candidatus_Xiphinematobacter,g__Candidatus_Xiphinematobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,36,0,0,0,0,0,0,0,0,2,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Methylacidiphilales,f__Methylacidiphilaceae,g__norank_f__Methylacidiphilaceae,g__norank_f__Methylacidiphilaceae,12,0,25,32,0,60,0,0,15,0,0,0,0,0,0,28,0,29,13,0,40,34,0,15,17,0,6,0,8,2,8,0,206,9,0,8,29,0,46,10,0,165,29,0,65,29,0,67,78,0,18,0,0,42
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__norank_c__Verrucomicrobiae,f__norank_c__Verrucomicrobiae,g__norank_c__Verrucomicrobiae,g__norank_c__Verrucomicrobiae,21,594,6,14,10,0,0,424,13,0,343,16,62,651,0,54,495,10,0,24,3,217,394,16,26,857,19,0,386,100,0,30,0,0,72,22,32,6,0,31,9,2,35,0,4,0,34,18,48,20,0,0,62,20
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Alterococcus,g__Alterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__IMCC26134,g__IMCC26134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,0,0,0,4
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Lacunisphaera,g__Lacunisphaera,0,60,0,67,89,3,0,0,0,0,0,0,0,33,0,0,25,0,0,97,0,0,0,0,0,43,0,0,38,0,0,112,0,2,51,0,0,107,0,0,55,15,0,94,0,0,0,0,13,184,0,0,33,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__Opitutaceae,g__Opitutus,g__Opitutus,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,52,3,0,64,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__ADurb.Bin063-1,g__ADurb.Bin063-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,2,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__ADurb.Bin118,g__ADurb.Bin118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__DEV008,g__DEV008,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__DEV114,g__DEV114,0,19,0,37,0,0,0,0,5,15,8,0,0,0,20,0,0,0,0,20,11,0,17,22,0,0,0,0,10,2,23,0,15,0,57,21,0,0,0,0,0,3,0,0,0,0,64,9,49,130,2,0,0,47
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,g__norank_f__Pedosphaeraceae,0,11,9,55,391,0,0,83,27,0,36,18,0,35,0,0,50,14,0,148,260,0,46,15,0,0,0,0,74,15,53,18,123,42,154,111,0,287,17,0,324,92,0,446,6,0,370,104,54,449,6,0,51,84
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__Oikopleura,g__Oikopleura,0,0,0,0,144,0,0,17,6,0,0,0,0,14,0,0,21,0,0,82,34,0,20,0,0,0,0,0,0,2,0,58,11,0,63,6,0,52,0,0,60,20,0,90,6,0,117,16,18,126,3,0,62,16
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__Pedosphaeraceae,g__SH3-11,g__SH3-11,16,237,96,118,146,36,0,27,179,56,53,29,110,108,6,106,93,83,8,88,356,0,189,132,82,0,38,54,179,27,83,29,64,133,249,258,169,0,6,184,13,16,178,53,83,200,303,328,210,84,11,0,290,474
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__S-BQ2-57_soil_group,f__norank_o__S-BQ2-57_soil_group,g__norank_o__S-BQ2-57_soil_group,g__norank_o__S-BQ2-57_soil_group,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__norank_f__DEV007,g__norank_f__DEV007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,6,0,0,2,0,0,0,0,0,73,0,0,0,0,0,2,11,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Haloferula,g__Haloferula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Luteolibacter,g__Luteolibacter,0,0,16,0,0,0,0,149,0,0,151,16,0,21,0,89,0,9,0,0,6,11,81,8,174,0,0,0,42,0,0,0,0,0,0,2,0,0,0,0,37,67,0,43,0,0,13,10,0,0,0,0,0,15
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Brevifollis,g__Brevifollis,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,2,0,0,0,0,0,0,31,0,0,0,0,0,0,0,4,488,0,47,21,0,8,35,0,17,0,0,9,0,0,0,0,0,25
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank_f__Verrucomicrobiaceae,g__norank_f__Verrucomicrobiaceae,0,56,0,0,0,0,0,140,0,0,194,0,0,29,0,0,0,0,251,0,2,0,191,0,183,0,0,0,0,0,0,0,0,40,89,5,46,0,42,0,0,261,0,3,4,6,39,3,0,0,0,0,48,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Prosthecobacter,g__Prosthecobacter,0,0,0,55,0,3,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,14,64,0,0,134,0,55,0,0,8,0,0,0,0,0,6,45,0,0,0,0,3
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Roseimicrobium,g__Roseimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__Verrucomicrobium,g__Verrucomicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__WOR-1,c__norank_p__WOR-1,o__norank_p__WOR-1,f__norank_p__WOR-1,g__norank_p__WOR-1,g__norank_p__WOR-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__WPS-2,c__norank_p__WPS-2,o__norank_p__WPS-2,f__norank_p__WPS-2,g__norank_p__WPS-2,g__norank_p__WPS-2,0,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,5,0,0,3
bacteria,d__Bacteria,k__norank_d__Bacteria,p__WS1,c__norank_p__WS1,o__norank_p__WS1,f__norank_p__WS1,g__norank_p__WS1,g__norank_p__WS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__WS2,c__norank_p__WS2,o__norank_p__WS2,f__norank_p__WS2,g__norank_p__WS2,g__norank_p__WS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__WS4,c__norank_p__WS4,o__norank_p__WS4,f__norank_p__WS4,g__norank_p__WS4,g__norank_p__WS4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
bacteria,d__Bacteria,k__norank_d__Bacteria,p__Zixibacteria,c__norank_p__Zixibacteria,o__norank_p__Zixibacteria,f__norank_p__Zixibacteria,g__norank_p__Zixibacteria,g__norank_p__Zixibacteria,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Acanthocephala,c__Palaeacanthocephala,o__Echinorhynchida,f__Rhadinorhynchidae,g__Leptorhynchoides,g__Leptorhynchoides,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Acanthodrilidae,g__Ramiella,g__Ramiella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Glossoscolecidae,g__Martiodrilus,g__Martiodrilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Lumbricidae,g__Allolobophora,g__Allolobophora,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Lumbricidae,g__Dendrobaena,g__Dendrobaena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Lumbricidae,g__Healyella,g__Healyella,0,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Lumbricidae,g__Scherotheca,g__Scherotheca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Megascolecidae,g__Amynthas,g__Amynthas,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,48,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Crassiclitellata,f__Megascolecidae,g__Pheretima,g__Pheretima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benthic_invertebrate,d__Eukaryota,k__Metazoa,p__Annelida,c__Clitellata,o__Enchytraeida,f__Enchytraeidae,g__Cernosvitoviella,g__Cernosvitoviella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
